Federación;Categoría;Sexo;periodo;Total
Natación;Categoría Absoluta;TOTAL;2007;62
Natación;Categoría Absoluta;TOTAL;2006;24
Natación;Categoría Absoluta;TOTAL;2005;26
Natación;Categoría Absoluta;Hombres;2024;34
Natación;Categoría Absoluta;Hombres;2023;13
Natación;Categoría Absoluta;Hombres;2022;16
Natación;Categoría Absoluta;Hombres;2021;8
Natación;Categoría Absoluta;Hombres;2020;6
Natación;Categoría Absoluta;Hombres;2019;9
Natación;Categoría Absoluta;Hombres;2018;6
Natación;Categoría Absoluta;Hombres;2017;1
Natación;Categoría Absoluta;Hombres;2016;10
Natación;Categoría Absoluta;Hombres;2015;7
Natación;Categoría Absoluta;Hombres;2014;11
Natación;Categoría Absoluta;Hombres;2013;8
Natación;Categoría Absoluta;Hombres;2012;0
Natación;Categoría Absoluta;Hombres;2011;0
Natación;Categoría Absoluta;Hombres;2010;0
Natación;Categoría Absoluta;Hombres;2009;94
Natación;Categoría Absoluta;Hombres;2008;46
Natación;Categoría Absoluta;Hombres;2007;36
Natación;Categoría Absoluta;Hombres;2006;13
Natación;Categoría Absoluta;Hombres;2005;19
Natación;Categoría Absoluta;Mujeres;2024;11
Natación;Categoría Absoluta;Mujeres;2023;4
Natación;Categoría Absoluta;Mujeres;2022;3
Natación;Categoría Absoluta;Mujeres;2021;10
Natación;Categoría Absoluta;Mujeres;2020;10
Natación;Categoría Absoluta;Mujeres;2019;13
Natación;Categoría Absoluta;Mujeres;2018;11
Natación;Categoría Absoluta;Mujeres;2017;17
Natación;Categoría Absoluta;Mujeres;2016;9
Natación;Categoría Absoluta;Mujeres;2015;13
Natación;Categoría Absoluta;Mujeres;2014;16
Natación;Categoría Absoluta;Mujeres;2013;34
Natación;Categoría Absoluta;Mujeres;2012;17
Natación;Categoría Absoluta;Mujeres;2011;19
Natación;Categoría Absoluta;Mujeres;2010;14
Natación;Categoría Absoluta;Mujeres;2009;71
Natación;Categoría Absoluta;Mujeres;2008;47
Natación;Categoría Absoluta;Mujeres;2007;26
Natación;Categoría Absoluta;Mujeres;2006;11
Natación;Categoría Absoluta;Mujeres;2005;7
Natación;Otras categorías;TOTAL;2024;132
Natación;Otras categorías;TOTAL;2023;78
Natación;Otras categorías;TOTAL;2022;66
Natación;Otras categorías;TOTAL;2021;50
Natación;Otras categorías;TOTAL;2020;24
Natación;Otras categorías;TOTAL;2019;59
Natación;Otras categorías;TOTAL;2018;52
Natación;Otras categorías;TOTAL;2017;66
Natación;Otras categorías;TOTAL;2016;113
Natación;Otras categorías;TOTAL;2015;136
Natación;Otras categorías;TOTAL;2014;104
Natación;Otras categorías;TOTAL;2013;69
Natación;Otras categorías;TOTAL;2012;77
Natación;Otras categorías;TOTAL;2011;145
Natación;Otras categorías;TOTAL;2010;134
Natación;Otras categorías;TOTAL;2009;257
Natación;Otras categorías;TOTAL;2008;195
Natación;Otras categorías;TOTAL;2007;110
Natación;Otras categorías;TOTAL;2006;105
Natación;Otras categorías;TOTAL;2005;103
Natación;Otras categorías;Hombres;2024;77
Natación;Otras categorías;Hombres;2023;27
Natación;Otras categorías;Hombres;2022;29
Natación;Otras categorías;Hombres;2021;14
Natación;Otras categorías;Hombres;2020;9
Natación;Otras categorías;Hombres;2019;20
Natación;Otras categorías;Hombres;2018;11
Natación;Otras categorías;Hombres;2017;31
Natación;Otras categorías;Hombres;2016;74
Natación;Otras categorías;Hombres;2015;71
Natación;Otras categorías;Hombres;2014;59
Natación;Otras categorías;Hombres;2013;45
Natación;Otras categorías;Hombres;2012;57
Natación;Otras categorías;Hombres;2011;70
Natación;Otras categorías;Hombres;2010;76
Natación;Otras categorías;Hombres;2009;108
Natación;Otras categorías;Hombres;2008;58
Natación;Otras categorías;Hombres;2007;47
Natación;Otras categorías;Hombres;2006;66
Natación;Otras categorías;Hombres;2005;57
Natación;Otras categorías;Mujeres;2024;55
Natación;Otras categorías;Mujeres;2023;51
Natación;Otras categorías;Mujeres;2022;37
Natación;Otras categorías;Mujeres;2021;36
Natación;Otras categorías;Mujeres;2020;15
Natación;Otras categorías;Mujeres;2019;39
Natación;Otras categorías;Mujeres;2018;41
Natación;Otras categorías;Mujeres;2017;35
Natación;Otras categorías;Mujeres;2016;39
Natación;Otras categorías;Mujeres;2015;65
Natación;Otras categorías;Mujeres;2014;45
Natación;Otras categorías;Mujeres;2013;24
Natación;Otras categorías;Mujeres;2012;20
Natación;Otras categorías;Mujeres;2011;75
Natación;Otras categorías;Mujeres;2010;58
Natación;Otras categorías;Mujeres;2009;149
Natación;Otras categorías;Mujeres;2008;137
Natación;Otras categorías;Mujeres;2007;63
Natación;Otras categorías;Mujeres;2006;39
Natación;Otras categorías;Mujeres;2005;46
Patinaje;TOTAL;TOTAL;2024;1
Patinaje;TOTAL;TOTAL;2023;0
Patinaje;TOTAL;TOTAL;2022;0
Patinaje;TOTAL;TOTAL;2021;0
Patinaje;TOTAL;TOTAL;2020;0
Patinaje;TOTAL;TOTAL;2019;0
Patinaje;TOTAL;TOTAL;2018;1
Patinaje;TOTAL;TOTAL;2017;0
Patinaje;TOTAL;TOTAL;2016;0
Patinaje;TOTAL;TOTAL;2015;0
Patinaje;TOTAL;TOTAL;2014;0
Patinaje;TOTAL;TOTAL;2013;0
Patinaje;TOTAL;TOTAL;2012;1
Patinaje;TOTAL;TOTAL;2011;3
Patinaje;TOTAL;TOTAL;2010;0
Patinaje;TOTAL;TOTAL;2009;0
Patinaje;TOTAL;TOTAL;2008;0
Patinaje;TOTAL;TOTAL;2007;0
Patinaje;TOTAL;TOTAL;2006;0
Patinaje;TOTAL;TOTAL;2005;0
Patinaje;TOTAL;Hombres;2024;1
Patinaje;TOTAL;Hombres;2023;0
Patinaje;TOTAL;Hombres;2022;0
Patinaje;TOTAL;Hombres;2021;0
Patinaje;TOTAL;Hombres;2020;0
Patinaje;TOTAL;Hombres;2019;0
Patinaje;TOTAL;Hombres;2018;1
Patinaje;TOTAL;Hombres;2017;0
Patinaje;TOTAL;Hombres;2016;0
Patinaje;TOTAL;Hombres;2015;0
Patinaje;TOTAL;Hombres;2014;0
Patinaje;TOTAL;Hombres;2013;0
Patinaje;TOTAL;Hombres;2012;1
Patinaje;TOTAL;Hombres;2011;3
Patinaje;TOTAL;Hombres;2010;0
Patinaje;TOTAL;Hombres;2009;0
Patinaje;TOTAL;Hombres;2008;0
Patinaje;TOTAL;Hombres;2007;0
Patinaje;TOTAL;Hombres;2006;0
Patinaje;TOTAL;Hombres;2005;0
Patinaje;TOTAL;Mujeres;2024;0
Patinaje;TOTAL;Mujeres;2023;0
Patinaje;TOTAL;Mujeres;2022;0
Patinaje;TOTAL;Mujeres;2021;0
Patinaje;TOTAL;Mujeres;2020;0
Patinaje;TOTAL;Mujeres;2019;0
Patinaje;TOTAL;Mujeres;2018;0
Patinaje;TOTAL;Mujeres;2017;0
Patinaje;TOTAL;Mujeres;2016;0
Patinaje;TOTAL;Mujeres;2015;0
Patinaje;TOTAL;Mujeres;2014;0
Patinaje;TOTAL;Mujeres;2013;0
Patinaje;TOTAL;Mujeres;2012;0
Patinaje;TOTAL;Mujeres;2011;0
Patinaje;TOTAL;Mujeres;2010;0
Patinaje;TOTAL;Mujeres;2009;0
Patinaje;TOTAL;Mujeres;2008;0
Patinaje;TOTAL;Mujeres;2007;0
Patinaje;TOTAL;Mujeres;2006;0
Patinaje;TOTAL;Mujeres;2005;0
Patinaje;Categoría Absoluta;TOTAL;2024;1
Patinaje;Categoría Absoluta;TOTAL;2023;0
Patinaje;Categoría Absoluta;TOTAL;2022;0
Patinaje;Categoría Absoluta;TOTAL;2021;0
Patinaje;Categoría Absoluta;TOTAL;2020;0
Patinaje;Categoría Absoluta;TOTAL;2019;0
Patinaje;Categoría Absoluta;TOTAL;2018;1
Patinaje;Categoría Absoluta;TOTAL;2017;0
Patinaje;Categoría Absoluta;TOTAL;2016;0
Patinaje;Categoría Absoluta;TOTAL;2015;0
Patinaje;Categoría Absoluta;TOTAL;2014;0
Patinaje;Categoría Absoluta;TOTAL;2013;0
Patinaje;Categoría Absoluta;TOTAL;2012;1
Patinaje;Categoría Absoluta;TOTAL;2011;3
Patinaje;Categoría Absoluta;TOTAL;2010;0
Patinaje;Categoría Absoluta;TOTAL;2009;0
Patinaje;Categoría Absoluta;TOTAL;2008;0
Patinaje;Categoría Absoluta;TOTAL;2007;0
Patinaje;Categoría Absoluta;TOTAL;2006;0
Patinaje;Categoría Absoluta;TOTAL;2005;0
Patinaje;Categoría Absoluta;Hombres;2024;1
Patinaje;Categoría Absoluta;Hombres;2023;0
Patinaje;Categoría Absoluta;Hombres;2022;0
Patinaje;Categoría Absoluta;Hombres;2021;0
Patinaje;Categoría Absoluta;Hombres;2020;0
Patinaje;Categoría Absoluta;Hombres;2019;0
Patinaje;Categoría Absoluta;Hombres;2018;1
Patinaje;Categoría Absoluta;Hombres;2017;0
Patinaje;Categoría Absoluta;Hombres;2016;0
Patinaje;Categoría Absoluta;Hombres;2015;0
Patinaje;Categoría Absoluta;Hombres;2014;0
Patinaje;Categoría Absoluta;Hombres;2013;0
Patinaje;Categoría Absoluta;Hombres;2012;1
Patinaje;Categoría Absoluta;Hombres;2011;3
Patinaje;Categoría Absoluta;Hombres;2010;0
Patinaje;Categoría Absoluta;Hombres;2009;0
Patinaje;Categoría Absoluta;Hombres;2008;0
Patinaje;Categoría Absoluta;Hombres;2007;0
Patinaje;Categoría Absoluta;Hombres;2006;0
Patinaje;Categoría Absoluta;Hombres;2005;0
Patinaje;Categoría Absoluta;Mujeres;2024;0
Patinaje;Categoría Absoluta;Mujeres;2023;0
Patinaje;Categoría Absoluta;Mujeres;2022;0
Patinaje;Categoría Absoluta;Mujeres;2021;0
Patinaje;Categoría Absoluta;Mujeres;2020;0
Patinaje;Categoría Absoluta;Mujeres;2019;0
Patinaje;Categoría Absoluta;Mujeres;2018;0
Patinaje;Categoría Absoluta;Mujeres;2017;0
Patinaje;Categoría Absoluta;Mujeres;2016;0
Patinaje;Categoría Absoluta;Mujeres;2015;0
Patinaje;Categoría Absoluta;Mujeres;2014;0
Patinaje;Categoría Absoluta;Mujeres;2013;0
Patinaje;Categoría Absoluta;Mujeres;2012;0
Patinaje;Categoría Absoluta;Mujeres;2011;0
Patinaje;Categoría Absoluta;Mujeres;2010;0
Patinaje;Categoría Absoluta;Mujeres;2009;0
Patinaje;Categoría Absoluta;Mujeres;2008;0
Patinaje;Categoría Absoluta;Mujeres;2007;0
Patinaje;Categoría Absoluta;Mujeres;2006;0
Patinaje;Categoría Absoluta;Mujeres;2005;0
Patinaje;Otras categorías;TOTAL;2024;0
Patinaje;Otras categorías;TOTAL;2023;0
Patinaje;Otras categorías;TOTAL;2022;0
Patinaje;Otras categorías;TOTAL;2021;0
Patinaje;Otras categorías;TOTAL;2020;0
Patinaje;Otras categorías;TOTAL;2019;0
Patinaje;Otras categorías;TOTAL;2018;0
Patinaje;Otras categorías;TOTAL;2017;0
Patinaje;Otras categorías;TOTAL;2016;0
Patinaje;Otras categorías;TOTAL;2015;0
Patinaje;Otras categorías;TOTAL;2014;0
Patinaje;Otras categorías;TOTAL;2013;0
Patinaje;Otras categorías;TOTAL;2012;0
Patinaje;Otras categorías;TOTAL;2011;0
Patinaje;Otras categorías;TOTAL;2010;0
Patinaje;Otras categorías;TOTAL;2009;0
Patinaje;Otras categorías;TOTAL;2008;0
Patinaje;Otras categorías;TOTAL;2007;0
Patinaje;Otras categorías;TOTAL;2006;0
Patinaje;Otras categorías;TOTAL;2005;0
Patinaje;Otras categorías;Hombres;2024;0
Patinaje;Otras categorías;Hombres;2023;0
Patinaje;Otras categorías;Hombres;2022;0
Patinaje;Otras categorías;Hombres;2021;0
Patinaje;Otras categorías;Hombres;2020;0
Patinaje;Otras categorías;Hombres;2019;0
Patinaje;Otras categorías;Hombres;2018;0
Patinaje;Otras categorías;Hombres;2017;0
Patinaje;Otras categorías;Hombres;2016;0
Patinaje;Otras categorías;Hombres;2015;0
Patinaje;Otras categorías;Hombres;2014;0
Patinaje;Otras categorías;Hombres;2013;0
Patinaje;Otras categorías;Hombres;2012;0
Patinaje;Otras categorías;Hombres;2011;0
Patinaje;Otras categorías;Hombres;2010;0
Patinaje;Otras categorías;Hombres;2009;0
Patinaje;Otras categorías;Hombres;2008;0
Patinaje;Otras categorías;Hombres;2007;0
Patinaje;Otras categorías;Hombres;2006;0
Patinaje;Otras categorías;Hombres;2005;0
Patinaje;Otras categorías;Mujeres;2024;0
Patinaje;Otras categorías;Mujeres;2023;0
Patinaje;Otras categorías;Mujeres;2022;0
Patinaje;Otras categorías;Mujeres;2021;0
Patinaje;Otras categorías;Mujeres;2020;0
Patinaje;Otras categorías;Mujeres;2019;0
Patinaje;Otras categorías;Mujeres;2018;0
Patinaje;Otras categorías;Mujeres;2017;0
Patinaje;Otras categorías;Mujeres;2016;0
Patinaje;Otras categorías;Mujeres;2015;0
Patinaje;Otras categorías;Mujeres;2014;0
Patinaje;Otras categorías;Mujeres;2013;0
Patinaje;Otras categorías;Mujeres;2012;0
Patinaje;Otras categorías;Mujeres;2011;0
Patinaje;Otras categorías;Mujeres;2010;0
Patinaje;Otras categorías;Mujeres;2009;0
Patinaje;Otras categorías;Mujeres;2008;0
Patinaje;Otras categorías;Mujeres;2007;0
Patinaje;Otras categorías;Mujeres;2006;0
Patinaje;Otras categorías;Mujeres;2005;0
Salvamento y Socorrismo;TOTAL;TOTAL;2024;62
Salvamento y Socorrismo;TOTAL;TOTAL;2023;50
Salvamento y Socorrismo;TOTAL;TOTAL;2022;14
Salvamento y Socorrismo;TOTAL;TOTAL;2021;24
Salvamento y Socorrismo;TOTAL;TOTAL;2020;14
Salvamento y Socorrismo;TOTAL;TOTAL;2019;17
Salvamento y Socorrismo;TOTAL;TOTAL;2018;10
Salvamento y Socorrismo;TOTAL;TOTAL;2017;21
Salvamento y Socorrismo;TOTAL;TOTAL;2016;31
Salvamento y Socorrismo;TOTAL;TOTAL;2015;28
Salvamento y Socorrismo;TOTAL;TOTAL;2014;18
Salvamento y Socorrismo;TOTAL;TOTAL;2013;17
Salvamento y Socorrismo;TOTAL;TOTAL;2012;11
Salvamento y Socorrismo;TOTAL;TOTAL;2011;13
Salvamento y Socorrismo;TOTAL;TOTAL;2010;8
Salvamento y Socorrismo;TOTAL;TOTAL;2009;5
Salvamento y Socorrismo;TOTAL;TOTAL;2008;23
Salvamento y Socorrismo;TOTAL;TOTAL;2007;10
Salvamento y Socorrismo;TOTAL;TOTAL;2006;2
Salvamento y Socorrismo;TOTAL;TOTAL;2005;59
Salvamento y Socorrismo;TOTAL;Hombres;2024;35
Salvamento y Socorrismo;TOTAL;Hombres;2023;31
Salvamento y Socorrismo;TOTAL;Hombres;2022;6
Salvamento y Socorrismo;TOTAL;Hombres;2021;6
Salvamento y Socorrismo;TOTAL;Hombres;2020;9
Salvamento y Socorrismo;TOTAL;Hombres;2019;6
Salvamento y Socorrismo;TOTAL;Hombres;2018;3
Salvamento y Socorrismo;TOTAL;Hombres;2017;7
Salvamento y Socorrismo;TOTAL;Hombres;2016;22
Salvamento y Socorrismo;TOTAL;Hombres;2015;21
Salvamento y Socorrismo;TOTAL;Hombres;2014;15
Salvamento y Socorrismo;TOTAL;Hombres;2013;10
Salvamento y Socorrismo;TOTAL;Hombres;2012;6
Salvamento y Socorrismo;TOTAL;Hombres;2011;5
Salvamento y Socorrismo;TOTAL;Hombres;2010;1
Salvamento y Socorrismo;TOTAL;Hombres;2009;3
Salvamento y Socorrismo;TOTAL;Hombres;2008;15
Salvamento y Socorrismo;TOTAL;Hombres;2007;6
Salvamento y Socorrismo;TOTAL;Hombres;2006;1
Salvamento y Socorrismo;TOTAL;Hombres;2005;34
Salvamento y Socorrismo;TOTAL;Mujeres;2024;27
Salvamento y Socorrismo;TOTAL;Mujeres;2023;19
Salvamento y Socorrismo;TOTAL;Mujeres;2022;8
Salvamento y Socorrismo;TOTAL;Mujeres;2021;18
Salvamento y Socorrismo;TOTAL;Mujeres;2020;5
Salvamento y Socorrismo;TOTAL;Mujeres;2019;11
Salvamento y Socorrismo;TOTAL;Mujeres;2018;7
Salvamento y Socorrismo;TOTAL;Mujeres;2017;14
Salvamento y Socorrismo;TOTAL;Mujeres;2016;9
Salvamento y Socorrismo;TOTAL;Mujeres;2015;7
Salvamento y Socorrismo;TOTAL;Mujeres;2014;3
Salvamento y Socorrismo;TOTAL;Mujeres;2013;7
Salvamento y Socorrismo;TOTAL;Mujeres;2012;5
Salvamento y Socorrismo;TOTAL;Mujeres;2011;8
Salvamento y Socorrismo;TOTAL;Mujeres;2010;7
Salvamento y Socorrismo;TOTAL;Mujeres;2009;2
Salvamento y Socorrismo;TOTAL;Mujeres;2008;8
Salvamento y Socorrismo;TOTAL;Mujeres;2007;4
Salvamento y Socorrismo;TOTAL;Mujeres;2006;1
Salvamento y Socorrismo;TOTAL;Mujeres;2005;25
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2024;38
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2023;33
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2022;8
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2021;17
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2020;3
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2019;9
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2018;8
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2017;13
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2016;17
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2015;20
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2014;13
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2013;8
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2012;0
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2011;9
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2010;4
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2009;1
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2008;2
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2007;9
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2006;0
Salvamento y Socorrismo;Categoría Absoluta;TOTAL;2005;22
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2024;23
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2023;20
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2022;4
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2021;2
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2020;1
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2019;2
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2018;2
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2017;7
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2016;14
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2015;17
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2014;10
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2013;5
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2012;0
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2011;3
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2010;1
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2009;1
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2008;1
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2007;5
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2006;0
Salvamento y Socorrismo;Categoría Absoluta;Hombres;2005;12
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2024;15
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2023;13
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2022;4
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2021;15
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2020;2
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2019;7
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2018;6
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2017;6
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2016;3
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2015;3
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2014;3
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2013;3
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2012;0
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2011;6
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2010;3
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2009;0
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2008;1
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2007;4
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2006;0
Salvamento y Socorrismo;Categoría Absoluta;Mujeres;2005;10
Salvamento y Socorrismo;Otras categorías;TOTAL;2024;24
Salvamento y Socorrismo;Otras categorías;TOTAL;2023;17
Salvamento y Socorrismo;Otras categorías;TOTAL;2022;6
Salvamento y Socorrismo;Otras categorías;TOTAL;2021;7
Salvamento y Socorrismo;Otras categorías;TOTAL;2020;11
Salvamento y Socorrismo;Otras categorías;TOTAL;2019;8
Salvamento y Socorrismo;Otras categorías;TOTAL;2018;2
Salvamento y Socorrismo;Otras categorías;TOTAL;2017;8
Salvamento y Socorrismo;Otras categorías;TOTAL;2016;14
Salvamento y Socorrismo;Otras categorías;TOTAL;2015;8
Salvamento y Socorrismo;Otras categorías;TOTAL;2014;5
Salvamento y Socorrismo;Otras categorías;TOTAL;2013;9
Salvamento y Socorrismo;Otras categorías;TOTAL;2012;11
Salvamento y Socorrismo;Otras categorías;TOTAL;2011;4
Salvamento y Socorrismo;Otras categorías;TOTAL;2010;4
Salvamento y Socorrismo;Otras categorías;TOTAL;2009;4
Salvamento y Socorrismo;Otras categorías;TOTAL;2008;21
Salvamento y Socorrismo;Otras categorías;TOTAL;2007;1
Salvamento y Socorrismo;Otras categorías;TOTAL;2006;2
Salvamento y Socorrismo;Otras categorías;TOTAL;2005;37
Salvamento y Socorrismo;Otras categorías;Hombres;2024;12
Salvamento y Socorrismo;Otras categorías;Hombres;2023;11
Salvamento y Socorrismo;Otras categorías;Hombres;2022;2
Salvamento y Socorrismo;Otras categorías;Hombres;2021;4
Salvamento y Socorrismo;Otras categorías;Hombres;2020;8
Salvamento y Socorrismo;Otras categorías;Hombres;2019;4
Salvamento y Socorrismo;Otras categorías;Hombres;2018;1
Salvamento y Socorrismo;Otras categorías;Hombres;2017;0
Salvamento y Socorrismo;Otras categorías;Hombres;2016;8
Salvamento y Socorrismo;Otras categorías;Hombres;2015;4
Salvamento y Socorrismo;Otras categorías;Hombres;2014;5
Salvamento y Socorrismo;Otras categorías;Hombres;2013;5
Salvamento y Socorrismo;Otras categorías;Hombres;2012;6
Salvamento y Socorrismo;Otras categorías;Hombres;2011;2
Salvamento y Socorrismo;Otras categorías;Hombres;2010;0
Salvamento y Socorrismo;Otras categorías;Hombres;2009;2
Salvamento y Socorrismo;Otras categorías;Hombres;2008;14
Salvamento y Socorrismo;Otras categorías;Hombres;2007;1
Salvamento y Socorrismo;Otras categorías;Hombres;2006;1
Salvamento y Socorrismo;Otras categorías;Hombres;2005;22
Salvamento y Socorrismo;Otras categorías;Mujeres;2024;12
Salvamento y Socorrismo;Otras categorías;Mujeres;2023;6
Salvamento y Socorrismo;Otras categorías;Mujeres;2022;4
Salvamento y Socorrismo;Otras categorías;Mujeres;2021;3
Salvamento y Socorrismo;Otras categorías;Mujeres;2020;3
Salvamento y Socorrismo;Otras categorías;Mujeres;2019;4
Salvamento y Socorrismo;Otras categorías;Mujeres;2018;1
Salvamento y Socorrismo;Otras categorías;Mujeres;2017;8
Salvamento y Socorrismo;Otras categorías;Mujeres;2016;6
Salvamento y Socorrismo;Otras categorías;Mujeres;2015;4
Salvamento y Socorrismo;Otras categorías;Mujeres;2014;0
Salvamento y Socorrismo;Otras categorías;Mujeres;2013;4
Salvamento y Socorrismo;Otras categorías;Mujeres;2012;5
Salvamento y Socorrismo;Otras categorías;Mujeres;2011;2
Salvamento y Socorrismo;Otras categorías;Mujeres;2010;4
Salvamento y Socorrismo;Otras categorías;Mujeres;2009;2
Salvamento y Socorrismo;Otras categorías;Mujeres;2008;7
Salvamento y Socorrismo;Otras categorías;Mujeres;2007;0
Salvamento y Socorrismo;Otras categorías;Mujeres;2006;1
Salvamento y Socorrismo;Otras categorías;Mujeres;2005;15
Tiro con Arco;TOTAL;TOTAL;2024;62
Tiro con Arco;TOTAL;TOTAL;2023;68
Tiro con Arco;TOTAL;TOTAL;2022;83
Tiro con Arco;TOTAL;TOTAL;2021;30
Tiro con Arco;TOTAL;TOTAL;2020;30
Tiro con Arco;TOTAL;TOTAL;2019;2
Tiro con Arco;TOTAL;TOTAL;2018;1
Tiro con Arco;TOTAL;TOTAL;2017;8
Tiro con Arco;TOTAL;TOTAL;2016;3
Tiro con Arco;TOTAL;TOTAL;2015;12
Tiro con Arco;TOTAL;TOTAL;2014;7
Tiro con Arco;TOTAL;TOTAL;2013;3
Tiro con Arco;TOTAL;TOTAL;2012;11
Tiro con Arco;TOTAL;TOTAL;2011;36
Tiro con Arco;TOTAL;TOTAL;2010;63
Tiro con Arco;TOTAL;TOTAL;2009;73
Tiro con Arco;TOTAL;TOTAL;2008;53
Tiro con Arco;TOTAL;TOTAL;2007;40
Tiro con Arco;TOTAL;TOTAL;2006;28
Tiro con Arco;TOTAL;TOTAL;2005;28
Tiro con Arco;TOTAL;Hombres;2024;33
Tiro con Arco;TOTAL;Hombres;2023;36
Tiro con Arco;TOTAL;Hombres;2022;33
Tiro con Arco;TOTAL;Hombres;2021;17
Tiro con Arco;TOTAL;Hombres;2020;18
Tiro con Arco;TOTAL;Hombres;2019;0
Tiro con Arco;TOTAL;Hombres;2018;1
Tiro con Arco;TOTAL;Hombres;2017;5
Tiro con Arco;TOTAL;Hombres;2016;1
Tiro con Arco;TOTAL;Hombres;2015;10
Tiro con Arco;TOTAL;Hombres;2014;1
Tiro con Arco;TOTAL;Hombres;2013;0
Tiro con Arco;TOTAL;Hombres;2012;8
Tiro con Arco;TOTAL;Hombres;2011;18
Tiro con Arco;TOTAL;Hombres;2010;36
Tiro con Arco;TOTAL;Hombres;2009;45
Tiro con Arco;TOTAL;Hombres;2008;28
Tiro con Arco;TOTAL;Hombres;2007;27
Tiro con Arco;TOTAL;Hombres;2006;12
Tiro con Arco;TOTAL;Hombres;2005;12
Tiro con Arco;TOTAL;Mujeres;2024;29
Tiro con Arco;TOTAL;Mujeres;2023;32
Tiro con Arco;TOTAL;Mujeres;2022;50
Tiro con Arco;TOTAL;Mujeres;2021;13
Tiro con Arco;TOTAL;Mujeres;2020;12
Tiro con Arco;TOTAL;Mujeres;2019;2
Tiro con Arco;TOTAL;Mujeres;2018;0
Tiro con Arco;TOTAL;Mujeres;2017;3
Tiro con Arco;TOTAL;Mujeres;2016;2
Tiro con Arco;TOTAL;Mujeres;2015;2
Tiro con Arco;TOTAL;Mujeres;2014;6
Tiro con Arco;TOTAL;Mujeres;2013;3
Tiro con Arco;TOTAL;Mujeres;2012;3
Tiro con Arco;TOTAL;Mujeres;2011;18
Tiro con Arco;TOTAL;Mujeres;2010;27
Tiro con Arco;TOTAL;Mujeres;2009;28
Tiro con Arco;TOTAL;Mujeres;2008;25
Tiro con Arco;TOTAL;Mujeres;2007;13
Tiro con Arco;TOTAL;Mujeres;2006;16
Tiro con Arco;TOTAL;Mujeres;2005;16
Tiro con Arco;Categoría Absoluta;TOTAL;2024;34
Tiro con Arco;Categoría Absoluta;TOTAL;2023;42
