Federación;Competiciones;periodo;Total
Gimnasia;Competiciones estatales: Ligas;2020;2
Gimnasia;Competiciones estatales: Ligas;2019;0
Gimnasia;Competiciones estatales: Ligas;2018;2
Gimnasia;Competiciones estatales: Ligas;2017;2
Gimnasia;Competiciones estatales: Ligas;2016;0
Gimnasia;Competiciones estatales: Ligas;2015;0
Gimnasia;Competiciones estatales: Ligas;2014;0
Gimnasia;Competiciones estatales: Ligas;2013;0
Gimnasia;Competiciones estatales: Ligas;2012;0
Gimnasia;Competiciones estatales: Ligas;2011;0
Gimnasia;Competiciones estatales: Ligas;2010;0
Gimnasia;Competiciones estatales: Ligas;2009;0
Gimnasia;Competiciones estatales: Ligas;2008;0
Gimnasia;Competiciones estatales: Ligas;2007;0
Gimnasia;Competiciones estatales: Ligas;2006;0
Gimnasia;Competiciones estatales: Ligas;2005;0
Gimnasia;Competiciones estatales: Campeonatos de España;2024;16
Gimnasia;Competiciones estatales: Campeonatos de España;2023;13
Gimnasia;Competiciones estatales: Campeonatos de España;2022;20
Gimnasia;Competiciones estatales: Campeonatos de España;2021;16
Gimnasia;Competiciones estatales: Campeonatos de España;2020;8
Gimnasia;Competiciones estatales: Campeonatos de España;2019;0
Gimnasia;Competiciones estatales: Campeonatos de España;2018;20
Gimnasia;Competiciones estatales: Campeonatos de España;2017;18
Gimnasia;Competiciones estatales: Campeonatos de España;2016;22
Gimnasia;Competiciones estatales: Campeonatos de España;2015;18
Gimnasia;Competiciones estatales: Campeonatos de España;2014;18
Gimnasia;Competiciones estatales: Campeonatos de España;2013;16
Gimnasia;Competiciones estatales: Campeonatos de España;2012;31
Gimnasia;Competiciones estatales: Campeonatos de España;2011;32
Gimnasia;Competiciones estatales: Campeonatos de España;2010;30
Gimnasia;Competiciones estatales: Campeonatos de España;2009;27
Gimnasia;Competiciones estatales: Campeonatos de España;2008;22
Gimnasia;Competiciones estatales: Campeonatos de España;2007;11
Gimnasia;Competiciones estatales: Campeonatos de España;2006;34
Gimnasia;Competiciones estatales: Campeonatos de España;2005;37
Gimnasia;Competiciones estatales: Otros;2024;25
Gimnasia;Competiciones estatales: Otros;2023;16
Gimnasia;Competiciones estatales: Otros;2022;25
Gimnasia;Competiciones estatales: Otros;2021;25
Gimnasia;Competiciones estatales: Otros;2020;1
Gimnasia;Competiciones estatales: Otros;2019;0
Gimnasia;Competiciones estatales: Otros;2018;2
Gimnasia;Competiciones estatales: Otros;2017;17
Gimnasia;Competiciones estatales: Otros;2016;9
Gimnasia;Competiciones estatales: Otros;2015;10
Gimnasia;Competiciones estatales: Otros;2014;7
Gimnasia;Competiciones estatales: Otros;2013;9
Gimnasia;Competiciones estatales: Otros;2012;12
Gimnasia;Competiciones estatales: Otros;2011;4
Gimnasia;Competiciones estatales: Otros;2010;7
Gimnasia;Competiciones estatales: Otros;2009;17
Gimnasia;Competiciones estatales: Otros;2008;11
Gimnasia;Competiciones estatales: Otros;2007;9
Gimnasia;Competiciones estatales: Otros;2006;25
Gimnasia;Competiciones estatales: Otros;2005;16
Gimnasia;Competiciones internacionales: Total;2024;26
Gimnasia;Competiciones internacionales: Total;2023;34
Gimnasia;Competiciones internacionales: Total;2022;39
Gimnasia;Competiciones internacionales: Total;2021;27
Gimnasia;Competiciones internacionales: Total;2020;9
Gimnasia;Competiciones internacionales: Total;2019;66
Gimnasia;Competiciones internacionales: Total;2018;59
Gimnasia;Competiciones internacionales: Total;2017;50
Gimnasia;Competiciones internacionales: Total;2016;49
Gimnasia;Competiciones internacionales: Total;2015;46
Gimnasia;Competiciones internacionales: Total;2014;50
Gimnasia;Competiciones internacionales: Total;2013;32
Gimnasia;Competiciones internacionales: Total;2012;35
Gimnasia;Competiciones internacionales: Total;2011;63
Gimnasia;Competiciones internacionales: Total;2010;71
Gimnasia;Competiciones internacionales: Total;2009;60
Gimnasia;Competiciones internacionales: Total;2008;70
Gimnasia;Competiciones internacionales: Total;2007;67
Gimnasia;Competiciones internacionales: Total;2006;52
Gimnasia;Competiciones internacionales: Total;2005;55
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2024;2
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2023;6
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2022;12
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2021;5
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2020;0
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2019;8
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2018;8
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2017;3
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2016;3
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2015;3
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2014;5
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2013;3
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2012;4
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2011;7
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2010;11
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2009;4
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2008;2
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2007;1
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2006;5
Gimnasia;Competiciones internacionales: Campeonatos del mundo;2005;5
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2024;2
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2023;7
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2022;6
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2021;8
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2020;0
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2019;8
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2018;8
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2017;7
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2016;8
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2015;6
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2014;6
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2013;7
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2012;8
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2011;6
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2010;6
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2009;8
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2008;8
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2007;5
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2006;8
Gimnasia;Competiciones internacionales: Campeonatos de Europa;2005;7
Gimnasia;Competiciones internacionales: Otros;2024;22
Gimnasia;Competiciones internacionales: Otros;2023;21
Gimnasia;Competiciones internacionales: Otros;2022;21
Gimnasia;Competiciones internacionales: Otros;2021;14
Gimnasia;Competiciones internacionales: Otros;2020;9
Gimnasia;Competiciones internacionales: Otros;2019;50
Gimnasia;Competiciones internacionales: Otros;2018;43
Gimnasia;Competiciones internacionales: Otros;2017;40
Gimnasia;Competiciones internacionales: Otros;2016;38
Gimnasia;Competiciones internacionales: Otros;2015;37
Gimnasia;Competiciones internacionales: Otros;2014;39
Gimnasia;Competiciones internacionales: Otros;2013;22
Gimnasia;Competiciones internacionales: Otros;2012;23
Gimnasia;Competiciones internacionales: Otros;2011;50
Gimnasia;Competiciones internacionales: Otros;2010;54
Gimnasia;Competiciones internacionales: Otros;2009;48
Gimnasia;Competiciones internacionales: Otros;2008;60
Gimnasia;Competiciones internacionales: Otros;2007;61
Gimnasia;Competiciones internacionales: Otros;2006;39
Gimnasia;Competiciones internacionales: Otros;2005;43
Golf;TOTAL;2024;53
Golf;TOTAL;2023;55
Golf;TOTAL;2022;53
Golf;TOTAL;2021;53
Golf;TOTAL;2020;9
Golf;TOTAL;2019;80
Golf;TOTAL;2018;82
Golf;TOTAL;2017;79
Golf;TOTAL;2016;80
Golf;TOTAL;2015;83
Golf;TOTAL;2014;89
Golf;TOTAL;2013;91
Golf;TOTAL;2012;97
Golf;TOTAL;2011;97
Golf;TOTAL;2010;100
Golf;TOTAL;2009;98
Golf;TOTAL;2008;96
Golf;TOTAL;2007;96
Golf;TOTAL;2006;67
Golf;TOTAL;2005;48
Golf;Competiciones estatales: Total;2024;42
Golf;Competiciones estatales: Total;2023;42
Golf;Competiciones estatales: Total;2022;42
Golf;Competiciones estatales: Total;2021;42
Golf;Competiciones estatales: Total;2020;3
Golf;Competiciones estatales: Total;2019;44
Golf;Competiciones estatales: Total;2018;44
Golf;Competiciones estatales: Total;2017;44
Golf;Competiciones estatales: Total;2016;44
Golf;Competiciones estatales: Total;2015;44
Golf;Competiciones estatales: Total;2014;44
Golf;Competiciones estatales: Total;2013;45
Golf;Competiciones estatales: Total;2012;45
Golf;Competiciones estatales: Total;2011;45
Golf;Competiciones estatales: Total;2010;50
Golf;Competiciones estatales: Total;2009;50
Golf;Competiciones estatales: Total;2008;44
Golf;Competiciones estatales: Total;2007;44
Golf;Competiciones estatales: Total;2006;39
Golf;Competiciones estatales: Total;2005;21
Golf;Competiciones estatales: Ligas;2024;0
Golf;Competiciones estatales: Ligas;2023;0
Golf;Competiciones estatales: Ligas;2022;0
Golf;Competiciones estatales: Ligas;2021;0
Golf;Competiciones estatales: Ligas;2020;0
Golf;Competiciones estatales: Ligas;2019;0
Golf;Competiciones estatales: Ligas;2018;0
Golf;Competiciones estatales: Ligas;2017;0
Golf;Competiciones estatales: Ligas;2016;0
Golf;Competiciones estatales: Ligas;2015;0
Golf;Competiciones estatales: Ligas;2014;0
Golf;Competiciones estatales: Ligas;2013;0
Golf;Competiciones estatales: Ligas;2012;0
Golf;Competiciones estatales: Ligas;2011;0
Golf;Competiciones estatales: Ligas;2010;0
Golf;Competiciones estatales: Ligas;2009;0
Golf;Competiciones estatales: Ligas;2008;0
Golf;Competiciones estatales: Ligas;2007;0
Golf;Competiciones estatales: Ligas;2006;0
Golf;Competiciones estatales: Ligas;2005;0
Golf;Competiciones estatales: Campeonatos de España;2024;30
Golf;Competiciones estatales: Campeonatos de España;2023;30
Golf;Competiciones estatales: Campeonatos de España;2022;30
Golf;Competiciones estatales: Campeonatos de España;2021;30
Golf;Competiciones estatales: Campeonatos de España;2020;1
Golf;Competiciones estatales: Campeonatos de España;2019;32
Golf;Competiciones estatales: Campeonatos de España;2018;32
Golf;Competiciones estatales: Campeonatos de España;2017;32
Golf;Competiciones estatales: Campeonatos de España;2016;32
Golf;Competiciones estatales: Campeonatos de España;2015;32
Golf;Competiciones estatales: Campeonatos de España;2014;32
Golf;Competiciones estatales: Campeonatos de España;2013;33
Golf;Competiciones estatales: Campeonatos de España;2012;33
Golf;Competiciones estatales: Campeonatos de España;2011;33
Golf;Competiciones estatales: Campeonatos de España;2010;37
Golf;Competiciones estatales: Campeonatos de España;2009;37
Golf;Competiciones estatales: Campeonatos de España;2008;33
Golf;Competiciones estatales: Campeonatos de España;2007;33
Golf;Competiciones estatales: Campeonatos de España;2006;33
Golf;Competiciones estatales: Campeonatos de España;2005;19
Golf;Competiciones estatales: Otros;2024;12
Golf;Competiciones estatales: Otros;2023;12
Golf;Competiciones estatales: Otros;2022;12
Golf;Competiciones estatales: Otros;2021;12
Golf;Competiciones estatales: Otros;2020;2
Golf;Competiciones estatales: Otros;2019;12
Golf;Competiciones estatales: Otros;2018;12
Golf;Competiciones estatales: Otros;2017;12
Golf;Competiciones estatales: Otros;2016;12
Golf;Competiciones estatales: Otros;2015;12
Golf;Competiciones estatales: Otros;2014;12
Golf;Competiciones estatales: Otros;2013;12
Golf;Competiciones estatales: Otros;2012;12
Golf;Competiciones estatales: Otros;2011;12
Golf;Competiciones estatales: Otros;2010;13
Golf;Competiciones estatales: Otros;2009;13
Golf;Competiciones estatales: Otros;2008;11
Golf;Competiciones estatales: Otros;2007;11
Golf;Competiciones estatales: Otros;2006;6
Golf;Competiciones estatales: Otros;2005;2
Golf;Competiciones internacionales: Total;2024;11
Golf;Competiciones internacionales: Total;2023;13
Golf;Competiciones internacionales: Total;2022;11
Golf;Competiciones internacionales: Total;2021;11
Golf;Competiciones internacionales: Total;2020;6
Golf;Competiciones internacionales: Total;2019;36
Golf;Competiciones internacionales: Total;2018;38
Golf;Competiciones internacionales: Total;2017;35
Golf;Competiciones internacionales: Total;2016;36
Golf;Competiciones internacionales: Total;2015;39
Golf;Competiciones internacionales: Total;2014;45
Golf;Competiciones internacionales: Total;2013;46
Golf;Competiciones internacionales: Total;2012;52
Golf;Competiciones internacionales: Total;2011;52
Golf;Competiciones internacionales: Total;2010;50
Golf;Competiciones internacionales: Total;2009;48
Golf;Competiciones internacionales: Total;2008;52
Golf;Competiciones internacionales: Total;2007;52
Golf;Competiciones internacionales: Total;2006;28
Golf;Competiciones internacionales: Total;2005;27
Golf;Competiciones internacionales: Campeonatos del mundo;2024;1
Golf;Competiciones internacionales: Campeonatos del mundo;2023;3
Golf;Competiciones internacionales: Campeonatos del mundo;2022;3
Golf;Competiciones internacionales: Campeonatos del mundo;2021;0
Golf;Competiciones internacionales: Campeonatos del mundo;2020;0
Golf;Competiciones internacionales: Campeonatos del mundo;2019;2
Golf;Competiciones internacionales: Campeonatos del mundo;2018;4
Golf;Competiciones internacionales: Campeonatos del mundo;2017;1
Golf;Competiciones internacionales: Campeonatos del mundo;2016;1
Golf;Competiciones internacionales: Campeonatos del mundo;2015;0
Golf;Competiciones internacionales: Campeonatos del mundo;2014;4
Golf;Competiciones internacionales: Campeonatos del mundo;2013;0
Golf;Competiciones internacionales: Campeonatos del mundo;2012;0
Golf;Competiciones internacionales: Campeonatos del mundo;2011;0
Golf;Competiciones internacionales: Campeonatos del mundo;2010;4
Golf;Competiciones internacionales: Campeonatos del mundo;2009;2
Golf;Competiciones internacionales: Campeonatos del mundo;2008;1
Golf;Competiciones internacionales: Campeonatos del mundo;2007;1
Golf;Competiciones internacionales: Campeonatos del mundo;2006;2
Golf;Competiciones internacionales: Campeonatos del mundo;2005;0
Golf;Competiciones internacionales: Campeonatos de Europa;2024;6
Golf;Competiciones internacionales: Campeonatos de Europa;2023;6
Golf;Competiciones internacionales: Campeonatos de Europa;2022;6
Golf;Competiciones internacionales: Campeonatos de Europa;2021;6
Golf;Competiciones internacionales: Campeonatos de Europa;2020;6
Golf;Competiciones internacionales: Campeonatos de Europa;2019;6
Golf;Competiciones internacionales: Campeonatos de Europa;2018;6
Golf;Competiciones internacionales: Campeonatos de Europa;2017;6
Golf;Competiciones internacionales: Campeonatos de Europa;2016;7
Golf;Competiciones internacionales: Campeonatos de Europa;2015;7
Golf;Competiciones internacionales: Campeonatos de Europa;2014;8
Golf;Competiciones internacionales: Campeonatos de Europa;2013;10
Golf;Competiciones internacionales: Campeonatos de Europa;2012;13
Golf;Competiciones internacionales: Campeonatos de Europa;2011;13
Golf;Competiciones internacionales: Campeonatos de Europa;2010;13
Golf;Competiciones internacionales: Campeonatos de Europa;2009;13
Golf;Competiciones internacionales: Campeonatos de Europa;2008;13
Golf;Competiciones internacionales: Campeonatos de Europa;2007;13
Golf;Competiciones internacionales: Campeonatos de Europa;2006;19
Golf;Competiciones internacionales: Campeonatos de Europa;2005;7
Golf;Competiciones internacionales: Otros;2024;4
Golf;Competiciones internacionales: Otros;2023;4
Golf;Competiciones internacionales: Otros;2022;2
Golf;Competiciones internacionales: Otros;2021;5
Golf;Competiciones internacionales: Otros;2020;0
Golf;Competiciones internacionales: Otros;2019;28
