Federación;Indicador;Medallas;periodo;Total
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2012;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2011;6
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2010;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2009;6
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2008;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2007;3
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2006;2
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2005;3
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2024;4
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2023;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2022;2
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2021;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2020;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2019;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2018;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2017;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2016;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2015;4
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2014;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2013;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2012;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2011;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2010;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2009;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2008;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2007;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2006;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2005;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2024;3
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2023;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2022;6
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2021;2
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2020;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2019;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2018;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2017;2
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2016;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2015;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2014;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2013;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2012;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2011;2
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2010;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2009;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2008;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2007;3
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2006;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2005;2
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2024;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2023;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2022;4
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2021;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2020;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2019;2
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2018;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2017;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2016;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2015;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2014;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2013;2
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2012;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2011;3
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2010;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2009;4
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2008;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2007;0
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2006;1
Tiro con Arco;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2005;0
Tiro con Arco;Campeonatos de Europa;TOTAL;2024;6
Tiro con Arco;Campeonatos de Europa;TOTAL;2023;14
Tiro con Arco;Campeonatos de Europa;TOTAL;2022;6
Tiro con Arco;Campeonatos de Europa;TOTAL;2021;8
Tiro con Arco;Campeonatos de Europa;TOTAL;2020;0
Tiro con Arco;Campeonatos de Europa;TOTAL;2019;0
Tiro con Arco;Campeonatos de Europa;TOTAL;2018;8
Tiro con Arco;Campeonatos de Europa;TOTAL;2017;0
Tiro con Arco;Campeonatos de Europa;TOTAL;2016;13
Tiro con Arco;Campeonatos de Europa;TOTAL;2015;0
Tiro con Arco;Campeonatos de Europa;TOTAL;2014;4
Tiro con Arco;Campeonatos de Europa;TOTAL;2013;0
Tiro con Arco;Campeonatos de Europa;TOTAL;2012;7
Tiro con Arco;Campeonatos de Europa;TOTAL;2011;5
Tiro con Arco;Campeonatos de Europa;TOTAL;2010;9
Tiro con Arco;Campeonatos de Europa;TOTAL;2009;0
Tiro con Arco;Campeonatos de Europa;TOTAL;2008;1
Tiro con Arco;Campeonatos de Europa;TOTAL;2007;0
Tiro con Arco;Campeonatos de Europa;TOTAL;2006;6
Tiro con Arco;Campeonatos de Europa;TOTAL;2005;1
Tiro con Arco;Campeonatos de Europa;Oro;2024;0
Tiro con Arco;Campeonatos de Europa;Oro;2023;3
Tiro con Arco;Campeonatos de Europa;Oro;2022;2
Tiro con Arco;Campeonatos de Europa;Oro;2021;3
Tiro con Arco;Campeonatos de Europa;Oro;2020;0
Tiro con Arco;Campeonatos de Europa;Oro;2019;0
Tiro con Arco;Campeonatos de Europa;Oro;2018;1
Tiro con Arco;Campeonatos de Europa;Oro;2017;0
Tiro con Arco;Campeonatos de Europa;Oro;2016;4
Tiro con Arco;Campeonatos de Europa;Oro;2015;0
Tiro con Arco;Campeonatos de Europa;Oro;2014;1
Tiro con Arco;Campeonatos de Europa;Oro;2013;0
Tiro con Arco;Campeonatos de Europa;Oro;2012;3
Tiro con Arco;Campeonatos de Europa;Oro;2011;1
Tiro con Arco;Campeonatos de Europa;Oro;2010;2
Tiro con Arco;Campeonatos de Europa;Oro;2009;0
Tiro con Arco;Campeonatos de Europa;Oro;2008;1
Tiro con Arco;Campeonatos de Europa;Oro;2007;0
Tiro con Arco;Campeonatos de Europa;Oro;2006;1
Tiro con Arco;Campeonatos de Europa;Oro;2005;0
Tiro con Arco;Campeonatos de Europa;Plata;2024;5
Tiro con Arco;Campeonatos de Europa;Plata;2023;7
Tiro con Arco;Campeonatos de Europa;Plata;2022;4
Tiro con Arco;Campeonatos de Europa;Plata;2021;4
Tiro con Arco;Campeonatos de Europa;Plata;2020;0
Tiro con Arco;Campeonatos de Europa;Plata;2019;0
Tiro con Arco;Campeonatos de Europa;Plata;2018;3
Tiro con Arco;Campeonatos de Europa;Plata;2017;0
Tiro con Arco;Campeonatos de Europa;Plata;2016;4
Tiro con Arco;Campeonatos de Europa;Plata;2015;0
Tiro con Arco;Campeonatos de Europa;Plata;2014;2
Tiro con Arco;Campeonatos de Europa;Plata;2013;0
Tiro con Arco;Campeonatos de Europa;Plata;2012;3
Tiro con Arco;Campeonatos de Europa;Plata;2011;1
Tiro con Arco;Campeonatos de Europa;Plata;2010;3
Tiro con Arco;Campeonatos de Europa;Plata;2009;0
Tiro con Arco;Campeonatos de Europa;Plata;2008;0
Tiro con Arco;Campeonatos de Europa;Plata;2007;0
Tiro con Arco;Campeonatos de Europa;Plata;2006;1
Tiro con Arco;Campeonatos de Europa;Plata;2005;1
Tiro con Arco;Campeonatos de Europa;Bronce;2024;1
Tiro con Arco;Campeonatos de Europa;Bronce;2023;4
Tiro con Arco;Campeonatos de Europa;Bronce;2022;0
Tiro con Arco;Campeonatos de Europa;Bronce;2021;1
Tiro con Arco;Campeonatos de Europa;Bronce;2020;0
Tiro con Arco;Campeonatos de Europa;Bronce;2019;0
Tiro con Arco;Campeonatos de Europa;Bronce;2018;4
Tiro con Arco;Campeonatos de Europa;Bronce;2017;0
Tiro con Arco;Campeonatos de Europa;Bronce;2016;5
Tiro con Arco;Campeonatos de Europa;Bronce;2015;0
Tiro con Arco;Campeonatos de Europa;Bronce;2014;1
Tiro con Arco;Campeonatos de Europa;Bronce;2013;0
Tiro con Arco;Campeonatos de Europa;Bronce;2012;1
Tiro con Arco;Campeonatos de Europa;Bronce;2011;3
Tiro con Arco;Campeonatos de Europa;Bronce;2010;4
Tiro con Arco;Campeonatos de Europa;Bronce;2009;0
Tiro con Arco;Campeonatos de Europa;Bronce;2008;0
Tiro con Arco;Campeonatos de Europa;Bronce;2007;0
Tiro con Arco;Campeonatos de Europa;Bronce;2006;4
Tiro con Arco;Campeonatos de Europa;Bronce;2005;0
Tiro Olímpico;TOTAL;TOTAL;2024;30
Tiro Olímpico;TOTAL;TOTAL;2023;32
Tiro Olímpico;TOTAL;TOTAL;2022;0
Tiro Olímpico;TOTAL;TOTAL;2021;21
Tiro Olímpico;TOTAL;TOTAL;2020;4
Tiro Olímpico;TOTAL;TOTAL;2019;21
Tiro Olímpico;TOTAL;TOTAL;2018;21
Tiro Olímpico;TOTAL;TOTAL;2017;41
Tiro Olímpico;TOTAL;TOTAL;2016;26
Tiro Olímpico;TOTAL;TOTAL;2015;37
Tiro Olímpico;TOTAL;TOTAL;2014;46
Tiro Olímpico;TOTAL;TOTAL;2013;27
Tiro Olímpico;TOTAL;TOTAL;2012;34
Tiro Olímpico;TOTAL;TOTAL;2011;31
Tiro Olímpico;TOTAL;TOTAL;2010;40
Tiro Olímpico;TOTAL;TOTAL;2009;42
Tiro Olímpico;TOTAL;TOTAL;2008;22
Tiro Olímpico;TOTAL;TOTAL;2007;35
Tiro Olímpico;TOTAL;TOTAL;2006;27
Tiro Olímpico;TOTAL;TOTAL;2005;32
Tiro Olímpico;TOTAL;Oro;2024;13
Tiro Olímpico;TOTAL;Oro;2023;9
Tiro Olímpico;TOTAL;Oro;2022;0
Tiro Olímpico;TOTAL;Oro;2021;6
Tiro Olímpico;TOTAL;Oro;2020;1
Tiro Olímpico;TOTAL;Oro;2019;7
Tiro Olímpico;TOTAL;Oro;2018;8
Tiro Olímpico;TOTAL;Oro;2017;11
Tiro Olímpico;TOTAL;Oro;2016;12
Tiro Olímpico;TOTAL;Oro;2015;14
Tiro Olímpico;TOTAL;Oro;2014;14
Tiro Olímpico;TOTAL;Oro;2013;8
Tiro Olímpico;TOTAL;Oro;2012;11
Tiro Olímpico;TOTAL;Oro;2011;10
Tiro Olímpico;TOTAL;Oro;2010;12
Tiro Olímpico;TOTAL;Oro;2009;12
Tiro Olímpico;TOTAL;Oro;2008;6
Tiro Olímpico;TOTAL;Oro;2007;10
Tiro Olímpico;TOTAL;Oro;2006;9
Tiro Olímpico;TOTAL;Oro;2005;8
Tiro Olímpico;TOTAL;Plata;2024;9
Tiro Olímpico;TOTAL;Plata;2023;15
Tiro Olímpico;TOTAL;Plata;2022;0
Tiro Olímpico;TOTAL;Plata;2021;6
Tiro Olímpico;TOTAL;Plata;2020;2
Tiro Olímpico;TOTAL;Plata;2019;6
Tiro Olímpico;TOTAL;Plata;2018;7
Tiro Olímpico;TOTAL;Plata;2017;13
Tiro Olímpico;TOTAL;Plata;2016;5
Tiro Olímpico;TOTAL;Plata;2015;10
Tiro Olímpico;TOTAL;Plata;2014;16
Tiro Olímpico;TOTAL;Plata;2013;9
Tiro Olímpico;TOTAL;Plata;2012;11
Tiro Olímpico;TOTAL;Plata;2011;14
Tiro Olímpico;TOTAL;Plata;2010;13
Tiro Olímpico;TOTAL;Plata;2009;15
Tiro Olímpico;TOTAL;Plata;2008;9
Tiro Olímpico;TOTAL;Plata;2007;13
Tiro Olímpico;TOTAL;Plata;2006;11
Tiro Olímpico;TOTAL;Plata;2005;12
Tiro Olímpico;TOTAL;Bronce;2024;8
Tiro Olímpico;TOTAL;Bronce;2023;8
Tiro Olímpico;TOTAL;Bronce;2022;0
Tiro Olímpico;TOTAL;Bronce;2021;9
Tiro Olímpico;TOTAL;Bronce;2020;1
Tiro Olímpico;TOTAL;Bronce;2019;8
Tiro Olímpico;TOTAL;Bronce;2018;6
Tiro Olímpico;TOTAL;Bronce;2017;17
Tiro Olímpico;TOTAL;Bronce;2016;9
Tiro Olímpico;TOTAL;Bronce;2015;13
Tiro Olímpico;TOTAL;Bronce;2014;16
Tiro Olímpico;TOTAL;Bronce;2013;10
Tiro Olímpico;TOTAL;Bronce;2012;12
Tiro Olímpico;TOTAL;Bronce;2011;7
Tiro Olímpico;TOTAL;Bronce;2010;15
Tiro Olímpico;TOTAL;Bronce;2009;15
Tiro Olímpico;TOTAL;Bronce;2008;7
Tiro Olímpico;TOTAL;Bronce;2007;12
Tiro Olímpico;TOTAL;Bronce;2006;7
Tiro Olímpico;TOTAL;Bronce;2005;12
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2024;25
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2023;5
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2022;0
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2021;12
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2020;4
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2019;9
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2018;21
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2017;9
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2016;18
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2015;10
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2014;38
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2013;2
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2012;25
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2011;8
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2010;24
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2009;8
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2008;15
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2007;6
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2006;15
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;TOTAL;2005;8
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2024;10
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2023;1
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2022;0
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2021;4
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2020;1
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2019;3
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2018;8
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2017;4
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2016;8
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2015;6
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2014;9
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2013;2
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2012;7
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2011;3
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2010;6
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2009;1
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2008;4
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2007;3
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2006;4
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Oro;2005;1
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2024;8
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2023;3
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2022;0
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2021;3
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2020;2
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2019;2
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2018;7
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2017;2
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2016;4
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2015;2
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2014;15
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2013;0
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2012;6
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2011;3
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2010;8
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2009;5
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2008;7
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2007;3
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2006;7
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Plata;2005;5
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2024;7
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2023;1
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2022;0
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2021;5
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2020;1
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2019;4
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2018;6
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2017;3
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2016;6
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2015;2
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2014;14
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2013;0
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2012;12
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2011;2
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2010;10
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2009;2
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2008;4
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2007;0
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2006;4
Tiro Olímpico;Campeonatos y Copas del Mundo, JJOO y JJPP;Bronce;2005;2
Tiro Olímpico;Campeonatos de Europa;TOTAL;2024;5
Tiro Olímpico;Campeonatos de Europa;TOTAL;2023;27
Tiro Olímpico;Campeonatos de Europa;TOTAL;2022;0
Tiro Olímpico;Campeonatos de Europa;TOTAL;2021;9
Tiro Olímpico;Campeonatos de Europa;TOTAL;2020;0
Tiro Olímpico;Campeonatos de Europa;TOTAL;2019;12
Tiro Olímpico;Campeonatos de Europa;TOTAL;2018;0
Tiro Olímpico;Campeonatos de Europa;TOTAL;2017;32
Tiro Olímpico;Campeonatos de Europa;TOTAL;2016;8
Tiro Olímpico;Campeonatos de Europa;TOTAL;2015;27
Tiro Olímpico;Campeonatos de Europa;TOTAL;2014;8
Tiro Olímpico;Campeonatos de Europa;TOTAL;2013;25
Tiro Olímpico;Campeonatos de Europa;TOTAL;2012;9
Tiro Olímpico;Campeonatos de Europa;TOTAL;2011;23
Tiro Olímpico;Campeonatos de Europa;TOTAL;2010;16
Tiro Olímpico;Campeonatos de Europa;TOTAL;2009;34
Tiro Olímpico;Campeonatos de Europa;TOTAL;2008;7
Tiro Olímpico;Campeonatos de Europa;TOTAL;2007;29
Tiro Olímpico;Campeonatos de Europa;TOTAL;2006;12
Tiro Olímpico;Campeonatos de Europa;TOTAL;2005;24
Tiro Olímpico;Campeonatos de Europa;Oro;2024;3
Tiro Olímpico;Campeonatos de Europa;Oro;2023;8
Tiro Olímpico;Campeonatos de Europa;Oro;2022;0
Tiro Olímpico;Campeonatos de Europa;Oro;2021;2
Tiro Olímpico;Campeonatos de Europa;Oro;2020;0
Tiro Olímpico;Campeonatos de Europa;Oro;2019;4
Tiro Olímpico;Campeonatos de Europa;Oro;2018;0
Tiro Olímpico;Campeonatos de Europa;Oro;2017;7
Tiro Olímpico;Campeonatos de Europa;Oro;2016;4
Tiro Olímpico;Campeonatos de Europa;Oro;2015;8
Tiro Olímpico;Campeonatos de Europa;Oro;2014;5
Tiro Olímpico;Campeonatos de Europa;Oro;2013;6
Tiro Olímpico;Campeonatos de Europa;Oro;2012;4
Tiro Olímpico;Campeonatos de Europa;Oro;2011;7
Tiro Olímpico;Campeonatos de Europa;Oro;2010;6
Tiro Olímpico;Campeonatos de Europa;Oro;2009;11
Tiro Olímpico;Campeonatos de Europa;Oro;2008;2
Tiro Olímpico;Campeonatos de Europa;Oro;2007;7
Tiro Olímpico;Campeonatos de Europa;Oro;2006;5
Tiro Olímpico;Campeonatos de Europa;Oro;2005;7
Tiro Olímpico;Campeonatos de Europa;Plata;2024;1
Tiro Olímpico;Campeonatos de Europa;Plata;2023;12
Tiro Olímpico;Campeonatos de Europa;Plata;2022;0
Tiro Olímpico;Campeonatos de Europa;Plata;2021;3
Tiro Olímpico;Campeonatos de Europa;Plata;2020;0
Tiro Olímpico;Campeonatos de Europa;Plata;2019;4
Tiro Olímpico;Campeonatos de Europa;Plata;2018;0
Tiro Olímpico;Campeonatos de Europa;Plata;2017;11
Tiro Olímpico;Campeonatos de Europa;Plata;2016;1
Tiro Olímpico;Campeonatos de Europa;Plata;2015;8
Tiro Olímpico;Campeonatos de Europa;Plata;2014;1
Tiro Olímpico;Campeonatos de Europa;Plata;2013;9
Tiro Olímpico;Campeonatos de Europa;Plata;2012;5
Tiro Olímpico;Campeonatos de Europa;Plata;2011;11
Tiro Olímpico;Campeonatos de Europa;Plata;2010;5
Tiro Olímpico;Campeonatos de Europa;Plata;2009;10
Tiro Olímpico;Campeonatos de Europa;Plata;2008;2
Tiro Olímpico;Campeonatos de Europa;Plata;2007;10
Tiro Olímpico;Campeonatos de Europa;Plata;2006;4
Tiro Olímpico;Campeonatos de Europa;Plata;2005;7
Tiro Olímpico;Campeonatos de Europa;Bronce;2024;1
Tiro Olímpico;Campeonatos de Europa;Bronce;2023;7
Tiro Olímpico;Campeonatos de Europa;Bronce;2022;0
Tiro Olímpico;Campeonatos de Europa;Bronce;2021;4
Tiro Olímpico;Campeonatos de Europa;Bronce;2020;0
Tiro Olímpico;Campeonatos de Europa;Bronce;2019;4
Tiro Olímpico;Campeonatos de Europa;Bronce;2018;0
Tiro Olímpico;Campeonatos de Europa;Bronce;2017;14
Tiro Olímpico;Campeonatos de Europa;Bronce;2016;3
Tiro Olímpico;Campeonatos de Europa;Bronce;2015;11
Tiro Olímpico;Campeonatos de Europa;Bronce;2014;2
Tiro Olímpico;Campeonatos de Europa;Bronce;2013;10
Tiro Olímpico;Campeonatos de Europa;Bronce;2012;0
Tiro Olímpico;Campeonatos de Europa;Bronce;2011;5
Tiro Olímpico;Campeonatos de Europa;Bronce;2010;5
Tiro Olímpico;Campeonatos de Europa;Bronce;2009;13
Tiro Olímpico;Campeonatos de Europa;Bronce;2008;3
Tiro Olímpico;Campeonatos de Europa;Bronce;2007;12
Tiro Olímpico;Campeonatos de Europa;Bronce;2006;3
Tiro Olímpico;Campeonatos de Europa;Bronce;2005;10
Triatlón;TOTAL;TOTAL;2024;31
Triatlón;TOTAL;TOTAL;2023;30
Triatlón;TOTAL;TOTAL;2022;0
Triatlón;TOTAL;TOTAL;2021;56
Triatlón;TOTAL;TOTAL;2020;11
Triatlón;TOTAL;TOTAL;2019;41
Triatlón;TOTAL;TOTAL;2018;33
Triatlón;TOTAL;TOTAL;2017;44
Triatlón;TOTAL;TOTAL;2016;47
Triatlón;TOTAL;TOTAL;2015;29
Triatlón;TOTAL;TOTAL;2014;20
Triatlón;TOTAL;TOTAL;2013;13
Triatlón;TOTAL;TOTAL;2012;12
Triatlón;TOTAL;TOTAL;2011;15
Triatlón;TOTAL;TOTAL;2010;16
Triatlón;TOTAL;TOTAL;2009;13
Triatlón;TOTAL;TOTAL;2008;14
